label,message
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,Yup ok...
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,You need to get up. Now.
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Later i guess. I needa do mcat study too.
ham,Ok
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,Ü log off 4 wat. It's sdryb8i
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,I dled 3d its very imp
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,Lol your always so convincing.
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,With my sis lor... We juz watched italian job.
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,U coming 2 pick me?
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,"Probably not, still going over some stuff here"
ham,Gd luck 4 ur exams :-)
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,K..k:)how about your training process?
ham,See the forwarding message for proof
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,I've been trying to reach him without success
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Shall i come to get pickle
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Sounds great! Are you home now?
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,So what u doing today?
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,I'm done. C ü there.
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,"Sounds good, keep me posted"
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,I WILL CAL YOU SIR. In meeting
ham,I'll text now! All creepy like so he won't think that we forgot
ham,I didnt get anything da
spam,85233 FREE>Ringtone!Reply REAL
ham,Ü dun wan to watch infernal affair?
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,I'm vivek:)i got call from your number.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,K da:)how many page you want?
ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,I'm on da bus going home...
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,To day class is there are no class.
ham,Ok lor ü reaching then message me.
ham,"Goodnight, sleep well da please take care pa. Please."
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Yar lor... How u noe? U used dat route too?
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,I had askd u a question some hours before. Its answer
ham,You're gonna have to be way more specific than that
ham,You best watch what you say cause I get drunk as a motherfucker
ham,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?"""
ham,Tell me whos this pls:-)
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Except theres a chick with huge boobs.
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,happened here while you were adventuring
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Can you use foreign stamps for whatever you send them off for? 
ham,Jus ans me lar. U'll noe later.
ham,IM GONNA MISS U SO MUCH
ham,K. I will sent it again
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Are you willing to go for aptitude class.
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,I'm hungry buy smth home...
ham,Pls come quick cant bare this.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,I gotta collect da car at 6 lei.
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
ham,Alright took the morphine. Back in yo.
spam,PRIVATE! Your 2003 Account Statement for 078
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,When did dad get back.
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,I dunno they close oredi not... Ü v ma fan...
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,You will be in the place of that man
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Friends that u can stay on fb chat with
ham,From 5 to 2 only my work timing.
ham,"Good stuff, will do."
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,Yes:)here tv is always available in work place..
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,Lol now I'm after that hot air balloon!
ham,"Nah can't help you there, I've never had an iphone"
ham,Ha ha ha good joke. Girls are situation seekers.
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,What happen dear. Why you silent. I am tensed
ham,So can collect ur laptop?
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,Rats. Hey did u ever vote for the next themes?
spam,You have 1 new voicemail. Please call 08719181513.
ham,Staff of placement training in Amrita college.
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Yeah whatever lol
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
